model,epoch,train_loss,val_loss,train_RMSE,val_RMSE,train_MAE,val_MAE,val_R2,scenario,base_model
clean_benchmark__LSTM,8,0.0001899612595241332,0.0002512910114191882,0.01949160278178777,0.02241834066543936,0.010007873194041193,0.014475383792386387,0.8875644547938724,clean_benchmark,LSTM
clean_benchmark__LSTM,9,0.00017234802465714144,0.00022432872150929118,0.01856599364408095,0.021181535370282067,0.009158689077903933,0.013493867761595345,0.8996282315504146,clean_benchmark,LSTM
clean_benchmark__LSTM,10,0.00017020198838960327,0.00024198351528976564,0.01845004196573778,0.02199925070534904,0.009452815365759617,0.014522301210534005,0.891728917360421,clean_benchmark,LSTM
clean_benchmark__LSTM,11,0.00017345597899802928,0.00023507622772940323,0.018625574467452957,0.021682998357514575,0.009291528121416344,0.014325084444476572,0.8948194650577012,clean_benchmark,LSTM
clean_benchmark__LSTM,12,0.00017876965584107904,0.00022713208891751566,0.01890871147465256,0.021313472468684022,0.010232252362745662,0.013874558356655386,0.8983739311992169,clean_benchmark,LSTM
clean_benchmark__LSTM,13,0.00015804330647653894,0.00022176883504094878,0.017778826847833648,0.021060332615916656,0.008984593464827812,0.013795791296186029,0.9007736186986822,clean_benchmark,LSTM
clean_benchmark__LSTM,14,0.0001635971272294905,0.00021786746667483106,0.018088513551404978,0.02087426409147935,0.009260037884195434,0.013531383372597641,0.9025192080573562,clean_benchmark,LSTM
clean_benchmark__LSTM,15,0.00015350853493197736,0.0002184002112252672,0.017521904882856893,0.020899770240526038,0.009052052695951458,0.013623576440708541,0.902280840023669,clean_benchmark,LSTM
clean_benchmark__LSTM,16,0.00014831198681581844,0.00021893077981129507,0.017222776833613607,0.02092514155077556,0.008857979546532247,0.013687655384287293,0.9020434433490363,clean_benchmark,LSTM
clean_benchmark__LSTM,17,0.00014195792463790553,0.0002204558914211739,0.016849804426294555,0.020997899143980876,0.008434853942549609,0.013779141786661777,0.9013610609750116,clean_benchmark,LSTM
clean_benchmark__LSTM,18,0.0001604072179922715,0.0002328400403532394,0.017911295249283938,0.021579621131545754,0.009602592429080119,0.01425900824040502,0.8958200049002106,clean_benchmark,LSTM
clean_benchmark__LSTM,19,0.00013595618760041522,0.00021184422955259803,0.016489767356340723,0.020583693197352995,0.008289453231709753,0.013399935508276516,0.9052141952834143,clean_benchmark,LSTM
clean_benchmark__LSTM,20,0.00014954432721269576,0.00022084758558989445,0.017294181300879622,0.021016544547055576,0.010137593807943218,0.013697005221586088,0.901185807315528,clean_benchmark,LSTM
clean_benchmark__LSTM,21,0.00013916558350340614,0.00021654710600249838,0.016683261873962203,0.02081091533778794,0.008927515290135928,0.013612818546020068,0.903109975362002,clean_benchmark,LSTM
clean_benchmark__LSTM,22,0.00012638987628627463,0.00021223503173688842,0.015899050500114885,0.02060267093996536,0.008356819373509246,0.013423145485994143,0.905039333578491,clean_benchmark,LSTM
clean_benchmark__LSTM,23,0.0001340371611846383,0.00020770485453851752,0.016372977309875886,0.020381601999859382,0.008612657930199982,0.01319101211297643,0.9070662771835499,clean_benchmark,LSTM
clean_benchmark__LSTM,24,0.00011743311379113108,0.0002063433786823445,0.01532534764545648,0.020314692145559796,0.008197374045782795,0.013168202880292367,0.9076754515906402,clean_benchmark,LSTM
clean_benchmark__LSTM,25,0.00012005534564253894,0.00021104983191838275,0.015495507331860213,0.0205450634740097,0.008294163134728446,0.013595506910493958,0.9055696333028079,clean_benchmark,LSTM
clean_benchmark__LSTM,26,0.0001369283203504557,0.00022011407503462482,0.01654861593646127,0.02098161476877593,0.010020460227524187,0.013685201117325397,0.9015139953833589,clean_benchmark,LSTM
clean_benchmark__LSTM,27,0.0001091756776915632,0.00022130579149927057,0.014776718022798814,0.02103833526050212,0.00816282241750535,0.014139230438122602,0.900980792830231,clean_benchmark,LSTM
clean_benchmark__LSTM,28,0.00010861569852692055,0.00020791767672516214,0.014738773361810736,0.020392040523443043,0.00783363053350584,0.013301459137664173,0.906971060009217,clean_benchmark,LSTM
clean_benchmark__LSTM,29,0.00011173504588841493,0.00020620263447718962,0.014948917561449815,0.020307763594149073,0.00811824617091672,0.013134882669390995,0.9077384174767433,clean_benchmark,LSTM
clean_benchmark__LSTM,30,9.98835999548356e-05,0.00020621291809713624,0.01413390386859511,0.020308269279884834,0.007818801892452364,0.013437732344581968,0.9077338225889893,clean_benchmark,LSTM
clean_benchmark__LSTM,31,0.00010769050793329267,0.00020240263432612295,0.01467586626757142,0.020119772505332117,0.008507212713948643,0.013062868560681413,0.9094386614272781,clean_benchmark,LSTM
clean_benchmark__LSTM,32,9.880659957593868e-05,0.00021210569218218996,0.014057497799667609,0.020596392153997518,0.00768169199516138,0.01377745024218555,0.9050972044097125,clean_benchmark,LSTM
clean_benchmark__LSTM,33,0.00010009749370613895,0.00020945752809257433,0.014149029149778912,0.020467413602177544,0.007666698273878994,0.01348158521680059,0.9062820817517785,clean_benchmark,LSTM
clean_benchmark__LSTM,34,0.00010076938509728086,0.0001967413001907,0.014196436600607924,0.01983639489173122,0.007754073299117492,0.013022480382423698,0.9119717248517345,clean_benchmark,LSTM
clean_benchmark__LSTM,35,0.00010207652218362436,0.00019820485261504302,0.014288214807891742,0.019910040184669377,0.00783594559666747,0.012966307320191965,0.9113168777984325,clean_benchmark,LSTM
clean_benchmark__LSTM,36,9.428863108144901e-05,0.00020211063021147494,0.013732344650902525,0.020105253610007742,0.007570972618257218,0.013073375370121482,0.9095693166005863,clean_benchmark,LSTM
clean_benchmark__LSTM,37,9.137858014969908e-05,0.00019700713532434387,0.013518771652684721,0.019849791059890688,0.0075567740012383,0.013164989008899137,0.9118527879407311,clean_benchmark,LSTM
clean_benchmark__LSTM,38,9.447377654377055e-05,0.0001942659561388406,0.013745820722870861,0.019711212205569918,0.007766651456138608,0.012866955073106857,0.9130792693361911,clean_benchmark,LSTM
clean_benchmark__LSTM,39,9.081846369650869e-05,0.000198867445397566,0.013477275549770764,0.01994329082850202,0.007405541369490035,0.0131030573676794,0.9110204210186821,clean_benchmark,LSTM
clean_benchmark__LSTM,40,9.354767831313219e-05,0.00020137851600042262,0.0136782814933507,0.02006880704913248,0.007789642356438496,0.0130433172871096,0.9098968827282207,clean_benchmark,LSTM
clean_benchmark__CNN_LSTM,1,0.0029848867726796273,0.0034165960440630497,0.07726431016312865,0.08266312168772745,0.06378522591586126,0.07101562969905116,-0.5286931000476851,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,2,0.0008438459675138196,0.0012234453783087405,0.041081529050444605,0.04946605642238008,0.030752837413538854,0.0408786443563608,0.45259182546385923,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,3,0.0005384845995998129,0.001423166986962528,0.032817209614996415,0.053351045272364346,0.02482176458146027,0.040066439303613845,0.36323004039294204,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,4,0.00030065724376014414,0.0008936719710924987,0.024521715941793278,0.042276991213348394,0.016809834570273862,0.03156631112426192,0.6001428696891499,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,5,0.00024538571617717966,0.0007023969454086989,0.02215336277520742,0.037480580331838174,0.01483569000286202,0.02771184877270744,0.6857253764695161,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,6,0.00021432135510093247,0.0005010949387411236,0.0207036897423871,0.03165738402125679,0.013231929665735217,0.02314517203541029,0.7757942478973751,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,7,0.00018486489953823283,0.0004461853235751909,0.01922836084982545,0.02987257403735537,0.012729166653535679,0.021928778361706508,0.8003625592445864,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,8,0.0001569597547170409,0.0003669686408008998,0.01771777551883332,0.027091276717889117,0.011190063835300029,0.01984524354338646,0.8358066188815405,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,9,0.00016576341764732257,0.00034682697172177743,0.018207879878438592,0.02633731111694502,0.012011032852060195,0.01889166010768859,0.8448186343606281,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,10,0.0001522304490415036,0.0002920595995549645,0.017448809617173926,0.024168558267730133,0.011458173433833934,0.01716121711901256,0.8693232906541968,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,11,0.00013796676669421717,0.00031779438104555556,0.016611248673287237,0.025210885184375472,0.01080186589759715,0.017850236141638005,0.8578087439628669,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,12,0.00011578957244327807,0.0002960300986866566,0.01521772613314988,0.02433228631734009,0.009299844876592252,0.017130489832970684,0.8675467747852621,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,13,0.00012484498268136994,0.000273945414603623,0.01580158237679186,0.02340706773614201,0.009868246572528114,0.016418387178645466,0.8774281544459054,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,14,0.00011891512733187315,0.0002901683133581633,0.015421747516282431,0.024090177050699654,0.00965846085868089,0.016807442223960228,0.8701695132944076,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,15,0.00010910234604970426,0.00027354549759002776,0.014771754480006918,0.023389976696643916,0.009061674313315896,0.016697569985638608,0.8776070846282251,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,16,0.00011556745185442467,0.0002637160334296033,0.015203123105445863,0.022965888926380344,0.009495103242972218,0.016250136830322035,0.882005104074247,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,17,0.00012104728850304869,0.0002650436115853707,0.015559390001479398,0.023023623089609025,0.009965674786544438,0.016659682254979026,0.8814111014295634,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,18,0.00010030728794555081,0.0002537670164904642,0.014163848655901664,0.022528516108591964,0.008776977328015557,0.016279746365525347,0.886456605121726,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,19,0.00011261691537880544,0.0002467473048841301,0.01500779335730086,0.022214739573031106,0.009107568334286095,0.015517472961555907,0.8895974374094151,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,20,9.773023896528646e-05,0.00024568306063830635,0.013980719048703306,0.022166779599026697,0.008580221536945789,0.015452828176401473,0.8900736247049774,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,21,9.58564726954511e-05,0.0002523918467490241,0.013846045361494735,0.022467391536531305,0.008464351179183904,0.016061879626233063,0.8870719031873738,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,22,9.398047110694956e-05,0.00025011568094412674,0.013709885910023756,0.02236585154827417,0.008338048035305337,0.015702579845930195,0.8880903397107811,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,23,9.645745595785004e-05,0.00025468517922977115,0.013889382382526759,0.02256923473971997,0.00846432573624378,0.01634964908408376,0.8860457915771323,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,24,9.402475903530651e-05,0.00024548285368287547,0.01371311572830109,0.022157746003830935,0.008386825847089396,0.015561671688770637,0.8901632027176256,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,25,8.761945479063991e-05,0.00025565032919718726,0.013237784126044245,0.022611958466570003,0.008042428510408876,0.016321195630636408,0.885613950920659,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,26,8.919413464374225e-05,0.00025338668901995234,0.013356208080688863,0.022511627295672652,0.00821215555349246,0.016284360287663262,0.8866267800557965,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,27,8.722283269141648e-05,0.0002419180495812875,0.013207789206879404,0.0219962739463477,0.007992384816579361,0.01571631460235669,0.8917582160959875,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,28,8.533335412011964e-05,0.00023174240974958426,0.013063948015808628,0.021528697171878258,0.0077255108799943895,0.015233458084610355,0.8963111162239094,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,29,7.928702477671219e-05,0.0002462403598666232,0.012592620142909655,0.022191906421723223,0.007448353338986635,0.016061293152280342,0.889824272651079,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,30,9.077070753588771e-05,0.00023985608477032855,0.013473731887945511,0.021902331741077852,0.007939376229261781,0.015683713536231946,0.8926808048973754,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,31,8.008079052199313e-05,0.00023765021729566185,0.01265549725832368,0.02180138554818128,0.007663689253204469,0.015648519749933983,0.8936677773338273,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,32,9.162164254424472e-05,0.00024037922526992886,0.013536739471506581,0.02192620408265999,0.008041308350623288,0.01598799921872415,0.8924467333188428,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,33,7.848278541945198e-05,0.00024119531810403062,0.01252859101375501,0.02196339258468077,0.007194320836388473,0.01606700727681974,0.8920815869583261,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,34,8.085208496240674e-05,0.00021676082326518883,0.01271629636259555,0.02082118237170289,0.007422067442948514,0.014614456800587011,0.9030143506825724,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,35,7.47476523500167e-05,0.0002274590044626932,0.01222682815809322,0.021328806721702266,0.007511982846186094,0.01544246997261222,0.8982276462195552,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,36,8.999670189821842e-05,0.0002330635277078497,0.01341616322249343,0.021589974781977314,0.008144458463574027,0.015838900089755165,0.8957200122261159,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,37,8.752333742966016e-05,0.00021178830185164817,0.013230522093205764,0.02058097622976798,0.0075885372546811896,0.014738072596845172,0.9052392163483892,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,38,7.532563708443524e-05,0.00024441241128063135,0.012274009118409415,0.022109381933619804,0.0073646273536620835,0.016472599226913173,0.8906421645318645,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,39,7.520664364829369e-05,0.00023117509891019774,0.01226431050393367,0.0215023296130606,0.007462912403436787,0.015758227461423628,0.8965649493708473,clean_benchmark,CNN_LSTM
clean_benchmark__CNN_LSTM,40,7.024899865905193e-05,0.00023610722036919668,0.011853186176319943,0.021730495504386924,0.0070853558573739745,0.016188829414027953,0.8943581592070241,clean_benchmark,CNN_LSTM
nasa_classic_4__LSTM,1,0.007399996609560081,0.00496046159726878,0.1216552236316445,0.0996038284026818,0.10366060108035094,0.08583151709965685,-0.4102166532580762,nasa_classic_4,LSTM
nasa_classic_4__LSTM,2,0.0009413286794110068,0.0006653695538371915,0.04338959928754159,0.03647929797604949,0.03314834391875636,0.026602437592704187,0.8108411260258349,nasa_classic_4,LSTM
nasa_classic_4__LSTM,3,0.0028591110326704524,0.0017279314947011176,0.0756189273509889,0.0587865879246025,0.06386804343977322,0.04686594705069155,0.5087638900688356,nasa_classic_4,LSTM
nasa_classic_4__LSTM,4,0.0004324423401461293,0.0005006412724690039,0.02940892145550451,0.031643050883118196,0.023740704703543867,0.024527360544060215,0.8576719578387614,nasa_classic_4,LSTM
nasa_classic_4__LSTM,5,0.0007406189050968914,0.001123236046017458,0.03848685260394275,0.04739696361867244,0.031118787786302466,0.04164821066131646,0.6806736057870011,nasa_classic_4,LSTM
nasa_classic_4__LSTM,6,0.0009533597788374339,0.0016991310562430458,0.04366599873977985,0.05829461538115933,0.0362108694583488,0.05385362881828438,0.5169515881390703,nasa_classic_4,LSTM
nasa_classic_4__LSTM,7,0.0003429171823275586,0.0011073720348632019,0.026188439236166466,0.047061068736992936,0.022273328063809977,0.04021992887172735,0.6851836007505803,nasa_classic_4,LSTM
nasa_classic_4__LSTM,8,0.0001750789656181864,0.0005807477000141234,0.01871250642589024,0.03408071887187187,0.014772306803414332,0.025853380017603438,0.8348984046360138,nasa_classic_4,LSTM
nasa_classic_4__LSTM,9,0.00034844525535369204,0.000540913104156392,0.026398683155225696,0.032891126669607855,0.021440015665055916,0.026242474841913492,0.8462230380316442,nasa_classic_4,LSTM
nasa_classic_4__LSTM,10,0.0002673143712205014,0.00047764847118797303,0.023122039617505523,0.030907878735718507,0.018589256219066947,0.024856239162159687,0.8642086282792569,nasa_classic_4,LSTM
nasa_classic_4__LSTM,11,0.00012035131623547169,0.0003280271313831856,0.015514593486946525,0.025613557009803542,0.011443031996133782,0.019669977895153515,0.9067446912575192,nasa_classic_4,LSTM
nasa_classic_4__LSTM,12,9.740215180153471e-05,0.0002402945132637273,0.013957230702585498,0.021922341669204003,0.010781840555691383,0.014752821319482544,0.93168632324812,nasa_classic_4,LSTM
nasa_classic_4__LSTM,13,0.0001294825162317249,0.00022167683955282854,0.016092390372752657,0.02105596628250953,0.012690991239478103,0.01400888379959559,0.9369791684829917,nasa_classic_4,LSTM
nasa_classic_4__LSTM,14,0.00013041801867075264,0.00020569182919588815,0.016150418867324656,0.020282596768728057,0.01263587351006988,0.014311663661801227,0.9415235648144478,nasa_classic_4,LSTM
nasa_classic_4__LSTM,15,0.00011115407514374791,0.00018454123467866643,0.014910001335351232,0.01921152006339366,0.011504807966827815,0.013648678202915824,0.9475365032422106,nasa_classic_4,LSTM
nasa_classic_4__LSTM,16,8.698412524868868e-05,0.00015915011053121734,0.013189701828373597,0.017840971417477335,0.01003042225992041,0.012149202976037155,0.9547549814069102,nasa_classic_4,LSTM
