type,start_time,ambient_temperature,test_id,uid,filename,Capacity,Re,Rct,d_voltage_mean,d_voltage_std,d_voltage_min,d_voltage_max,d_current_mean,d_current_std,d_current_min,d_current_max,d_temperature_mean,d_temperature_std,d_temperature_min,d_temperature_max,d_current_load_mean,d_current_load_std,d_current_load_min,d_current_load_max,d_voltage_load_mean,d_voltage_load_std,d_voltage_load_min,d_voltage_load_max,d_time_duration,d_energy_wh,d_charge_ah,d_voltage_slope,d_temperature_slope,c_voltage_mean,c_voltage_std,c_voltage_min,c_voltage_max,c_current_mean,c_current_std,c_current_min,c_current_max,c_temperature_mean,c_temperature_std,c_temperature_min,c_temperature_max,c_current_charge_mean,c_current_charge_std,c_current_charge_min,c_current_charge_max,c_voltage_charge_mean,c_voltage_charge_std,c_voltage_charge_min,c_voltage_charge_max,c_time_duration,c_energy_wh,c_charge_ah,c_voltage_slope,c_temperature_slope,imp_start_time,imp_Re,imp_Rct,imp_age_hours,battery_id,cycle_index,capacity_ah_clean,initial_capacity,capacity_ratio,soh,rul_cycles,cap_ratio_delta1,cap_ratio_rollmean5,cap_ratio_rollstd5,cap_ratio_slope5,prev_soh,prev_soh_delta1,prev_soh_rollmean5,prev_soh_rollstd5,prev_soh_slope5
discharge,2008-04-04 09:57:19.765,24.0,21,5758,05758.csv,1.8700442394188577,,,3.5484272148956437,0.2888963372471808,1.7896213776724978,4.198832114024662,-1.926771167846017,0.3483926910622938,-1.9942511729128336,-9.593499764332656e-05,32.183319483399806,3.687673913430504,24.062655752137022,40.1213838436794,-1.936526984126984,0.3505411875835588,-2.0,-0.0006,2.5636931216931216,0.5060574146121226,0.0,4.215,3530.25,6.7368460545816395,1.8978182133806856,-0.0002389829215049,0.0035482707152296,4.043393946582859,0.1985517743349728,2.978122589808053,4.2147872937326705,0.971049086675056,0.6380718327575945,-2.2593801599662027,1.49798050185915,26.71716357119239,1.7090226359227103,24.104222274848492,31.220976754395,0.9773697826086956,0.6411972350186836,-2.2691,1.4995,4.38439347826087,0.8622570568753728,0.002,4.935,10119.375,7.706555058027669,1.9070580921981135,5.252909312948761e-05,-0.0004614856953142,,,,,B0007,11,1.8700442394188577,1.8806626717011388,0.9943538878917204,0.9943538878917204,157.0,-4.328644612305865e-06,0.9965882358775648,0.0031581572419552,-0.0016610346241372,0.9943582165363328,0.00019226898372359802,0.9977214653985446,0.0031725274083555565,-0.0016770901521950372
discharge,2008-04-04 17:56:27.609,24.0,24,5761,05761.csv,1.8596518987766364,,,3.5560433603714667,0.27604177175305,1.910336108594535,4.198945227315025,-1.936979366983281,0.3204322222158979,-1.9938120330189373,-0.0018154689461531,32.378853181816005,3.63791535075196,24.334878490739897,40.174657039770814,-1.946539037433155,0.3225428849737687,-2.0,-0.0004,2.5809304812834224,0.4674702546873067,0.0,4.215,3491.016,6.708004507865959,1.887466154533748,-0.0002342146444273,0.0035392875286428,4.083839046288738,0.1415776232590217,3.4918452502663575,4.214635547971288,0.9327747701425856,0.6434678982730421,-2.259349558224372,1.4963590381220029,26.84939514355575,1.595492155232017,24.36186819225836,30.225464388780154,0.9390075808249724,0.6466767788361493,-2.2697,1.4995,4.369759197324415,0.9557977914000882,0.002,4.935,9586.875,6.898161457817228,1.6945662441356055,4.18664727899903e-05,-0.000482579415512,,,,,B0007,12,1.8596518987766364,1.8806626717011388,0.9888279949186756,0.9888279949186756,156.0,-0.0055258929730449,0.994431192630503,0.0041140769052197,-0.002305590232989,0.9943538878917204,-4.328644612416888e-06,0.9965882358775648,0.003158157241955796,-0.001661034624137287
discharge,2008-04-04 22:01:54.671,24.0,26,5763,05763.csv,1.8590746560862208,,,3.5604849642800684,0.2717170193494011,1.9086884059809104,4.1990513028067955,-1.947065774665518,0.2882487625048244,-1.9942213710086447,0.0021769059281878,32.2913249500013,3.582678179632667,24.352069874766624,40.016434730174936,-1.9570010752688176,0.2900436048028224,-2.0,-0.0004,2.5966720430107526,0.4274994246026666,0.0,4.215,3470.281,6.708691704147774,1.886953396242264,-0.0002314690910801,0.0035059122359932,4.042846696176429,0.1963221875321168,3.0148726955046894,4.214697666122234,0.9765825046761388,0.6359693093657752,-2.257250955728727,1.496743154394965,27.007028938797088,1.7477888765695258,24.358368588325742,31.747377634153153,0.9828961622807018,0.6390336150114937,-2.2691,1.4995,4.394621710526316,0.8407854205113471,0.002,4.948,9952.359,7.659904482347304,1.895728998949608,5.3373104186767095e-05,-0.0004798424983791,,,,,B0007,13,1.8590746560862208,1.8806626717011388,0.988521059124659,0.988521059124659,155.0,-0.0003069357940165,0.9920454212047994,0.0030800824932337,-0.0016819998473557,0.9888279949186756,-0.005525892973044844,0.9944311926305028,0.0041140769052202325,-0.0023055902329890813
discharge,2008-04-05 02:20:26.703,24.0,28,5765,05765.csv,1.8590084577709232,,,3.5562872542469752,0.2826191895837473,1.7868782934275431,4.198107645780677,-1.946961601670498,0.2883646179237529,-1.9939995868905829,-0.0004508051048845,32.14782797344657,3.622670216832461,24.125190486792462,40.16569230743226,-1.9570010752688176,0.2900436048028224,-2.0,-0.0004,2.5927365591397846,0.4334856603114887,0.0,4.214,3470.0,6.699986179131589,1.8867286703615065,-0.0002363617518806,0.0035440341895219,4.048321143107591,0.196429568424285,3.002645300353557,4.21478322848139,0.9367527511198253,0.6521611291745204,-2.2577026727640215,1.4954900975923258,26.826630905506512,1.8269531847638805,24.192075362622663,31.779134469034663,0.9428737118822292,0.655275234731294,-2.2691,1.4995,4.208594111461619,1.2060692483807125,0.002,4.935,10758.031000000004,7.660829731652196,1.896207295278864,4.798565494500207e-05,-0.0004738356326452,,,,,B0007,14,1.8590084577709232,1.8806626717011388,0.9884858596621008,0.9884858596621008,154.0,-3.519946255836626e-05,0.9909094036266975,0.0031491585922362,-0.0017577542515525,0.988521059124659,-0.0003069357940165274,0.9920454212047994,0.003080082493234465,-0.001681999847355843
discharge,2008-04-05 06:25:01.890,24.0,30,5767,05767.csv,1.8593622586957048,,,3.5647746218187324,0.2549992595793087,2.1361343961784502,4.19925638222589,-1.946851050742258,0.2889420202723332,-1.994356138623711,-0.0011324628611877,32.01380948237792,3.570709862627515,24.072501109913752,39.46139677634257,-1.9567697297297295,0.290801901834802,-2.0,-0.0006,2.600535135135135,0.4201831776970329,0.0,4.215,3450.297,6.677306716245749,1.8759711783647024,-0.0002249162577282,0.0035154095304921,4.042805773132121,0.1972893013907486,2.9902562041660516,4.21480753341866,0.9780048981914566,0.6350159936857043,-2.2587594242447993,1.4976970462895745,26.845102423271214,1.8136909767748304,24.094997248461706,31.742574167707367,0.9842308452250276,0.638057048868353,-2.2691,1.4995,4.412373216245884,0.7891299500419512,0.002,4.935,9921.75,7.662771242108353,1.8962371093370716,5.3629996526372554e-05,-0.0005068640318726,,,,,B0007,15,1.8593622586957048,1.8806626717011388,0.9886739853319008,0.9886739853319008,153.0,0.0001881256697999,0.9897725573858112,0.0025646387146234,-0.0011701940376214,0.9884858596621008,-3.5199462558255235e-05,0.9909094036266977,0.0031491585922370294,-0.0017577542515526338
discharge,2008-04-05 10:30:32.312,24.0,32,5769,05769.csv,1.8587355450601035,,,3.565438928797127,0.2598113371383103,2.0133501283179167,4.199087384946408,-1.957406371900557,0.2517107639272867,-1.9935665024864544,0.0005922421493807,31.881310103471357,3.5607713646101,23.938131916668528,39.5636595172155,-1.9674,0.2532189832501917,-2.0,-0.0004,2.6122010869565218,0.3794936096713978,0.0,4.215,3429.407,6.670158805806246,1.8754208508926609,-0.0002266484737427,0.0035271315117774,4.045560380508014,0.19271175219811,3.0484265884792863,4.214941550491233,0.9713299948475256,0.6375155001757481,-2.259076929798671,1.4953726933783906,26.64132190339396,1.756593799517432,23.988797791398166,31.367092340830315,0.9776390590809628,0.6406675154526147,-2.2691,1.4995,4.380451859956237,0.8762306983560991,0.002,4.935,10000.25,7.617738610120436,1.8845649232206916,5.22754809297087e-05,-0.0004828160352329,,,,,B0007,16,1.8587355450601035,1.8806626717011388,0.9883407444774766,0.9883407444774766,152.0,-0.000333240854424,0.9885699287029625,0.0001866863694982,-8.215746751564224e-05,0.9886739853319008,0.0001881256697999767,0.9897725573858113,0.0025646387146244115,-0.0011701940376213375
discharge,2008-04-05 14:34:41.468,24.0,34,5771,05771.csv,1.847817291322145,,,3.565961679108638,0.2666938102935131,1.8575547668336485,4.199009971925293,-1.9680136940585704,0.2065885715543249,-1.993742172224942,-0.0019590482402041,31.854304304240515,3.552969052142723,23.932016714666645,39.628948319501816,-1.9781475409836065,0.2078856944272624,-2.0,-0.0004,2.6224972677595626,0.3362979077832927,0.0,4.215,3409.484,6.653374361102632,1.8699736967312737,-0.0002284829937096,0.0035390859739627,4.044533741116961,0.1938857140373735,3.040816842807257,4.214888859693616,0.97369600613421,0.6365407410685279,-2.2573066258252825,1.497398591968468,26.630410829604692,1.794095052490242,23.967249593082705,31.5483245449075,0.980095828759605,0.6395715512772886,-2.2691,1.4995,4.380650933040615,0.8777103877102739,0.002,4.935,9936.031,7.610627195113805,1.8830047135286183,5.2894707410722935e-05,-0.000496141416059,,,,,B0007,17,1.847817291322145,1.8806626717011388,0.9825352090658108,0.9825352090658108,151.0,-0.0058055354116656,0.9873113715323896,0.002672583926257,-0.001211681530232,0.9883407444774766,-0.0003332408544242105,0.9885699287029626,0.00018668636951473853,-8.215746751570691e-05
discharge,2008-04-05 18:39:25.218,24.0,36,5773,05773.csv,1.8485252916137047,,,3.572496559005355,0.2443446202400193,2.1657556124208934,4.1985172274243965,-1.9680499927642308,0.2072756278223803,-1.9946244036549008,0.0004326258514957,31.856555404576753,3.5240064913765976,23.976819790445433,39.22534721491488,-1.9780274725274725,0.2084496985550178,-2.0,-0.0004,2.6290219780219783,0.3211361006199119,0.0,4.214,3390.422,6.6277732024911185,1.8595965985300904,-0.0002195865559084,0.0035306077140587,4.044230721552821,0.1949646980603592,3.028214472456539,4.214844274151372,0.9714159558670732,0.6376752050885822,-2.2555994965654356,1.4956044840220852,26.732842671781057,1.8570394046378955,24.008525704308667,31.877731734386295,0.977786199342826,0.6407109117264821,-2.2691,1.4995,4.360902519167579,0.9231668922678148,0.002,4.935,9989.532,7.612758689037261,1.8837154778582357,5.2748137684704015e-05,-0.0005147079176277,,,,,B0007,18,1.8485252916137047,1.8806626717011388,0.9829116722679648,0.9829116722679648,150.0,0.0003764632021537,0.9861894941610506,0.0031690607731797,-0.0017287151054361,0.9825352090658108,-0.00580553541166573,0.9873113715323896,0.0026725839262584836,-0.0012116815302321386
discharge,2008-04-05 22:46:35.484,24.0,38,5775,05775.csv,1.848378951850034,,,3.5699492020415136,0.2532936670816869,2.0270686341513207,4.198245740608724,-1.9680218912213907,0.2071688448563672,-1.994455565707021,-0.0024409084852146,31.86718260708393,3.5311983271559155,23.9807756950204,39.4126321606434,-1.9780285714285712,0.2084392732002414,-2.0,-0.0006,2.627120879120879,0.3271875771831251,0.0,4.214,3390.281,6.62293376974925,1.8594934150547344,-0.000223655615551,0.003538336323049,4.0483283369868595,0.1897760970660536,3.0748162871179514,4.214811027824689,0.9597080129511604,0.6423653778033186,-2.2572421269163248,1.4964859080218151,26.68061249572974,1.814265433508102,24.040685182123553,31.64827378798208,0.9661138828633408,0.6454762127095471,-2.2691,1.4995,4.30205748373102,1.0527180366040565,0.002,4.935,10158.782,7.574719968757333,1.873621744992687,5.051296057813496e-05,-0.0004941195880194,,,,,B0007,19,1.848378951850034,1.8806626717011388,0.982833859396006,0.982833859396006,149.0,-7.781287195873787e-05,0.9850590941078318,0.0031531632330408,-0.0017109324081301,0.9829116722679648,0.0003764632021540093,0.9861894941610508,0.0031690607731810886,-0.001728715105436164
discharge,2008-04-18 21:10:19.796,24.0,41,5778,05778.csv,1.8807805437609768,,,3.5464338449590023,0.2870418502164071,1.905311669649934,4.196262462698172,-1.9066656790606795,0.3970264906393027,-1.9992261048783584,-0.0008292148953224,32.35216872128999,3.620078674753868,24.35868522365832,39.95874037686836,-1.916691666666667,0.3995327311546438,-2.0,-0.0006,2.5370052083333334,0.5629690220292232,0.0,4.212,3591.734,6.7842294783474495,1.9087580832358864,-0.0002377494889186,0.0034268581284586,4.074946565045077,0.1525412975885532,3.271506410443981,4.21474637892319,0.9481045644637048,0.6453320902423333,-2.2565961562150756,1.495914499365525,25.34511515663789,1.4096997982550317,23.699824143298056,28.79758724840639,0.953582100750268,0.6485253059237196,-2.2691,1.4995,4.347907824222936,1.0022877240344426,0.002,4.948,10289.312,7.595676755058879,1.868822192878248,4.14774087064385e-05,3.565286229387444e-05,2008-04-18 20:55:29.859,0.0381681360994608,0.0615809457422944,0.2472047222222222,B0007,20,1.8807805437609768,1.8806626717011388,1.000062675811889,1.000062675811889,148.0,0.0172288164158829,0.9873368322038294,0.0075144747773127,0.0023742512999019,0.982833859396006,-7.78128719588489e-05,0.9850590941078318,0.0031531632330422913,-0.0017109324081301751
discharge,2008-04-19 02:29:09.000,24.0,45,5782,05782.csv,1.88147215974436,,,3.5531968089006387,0.2883972011276421,1.7951975189442124,4.1969587758867,-1.9267118604677655,0.3474355799752832,-1.9940266531677509,0.0007573311396121,32.60219299451182,3.609319632122495,24.65025766803762,40.31302300333008,-1.9368610526315784,0.3496476579267031,-2.0,-0.0006,2.5664526315789473,0.5038398402253815,0.0,4.213,3552.297,6.788565185044576,1.9093375745978096,-0.0002370499505689,0.0034548361683777,4.0497034511262955,0.1894938492843821,2.9686635921177515,4.214913925322058,0.9677294548207196,0.6415351394852313,-2.257614950089563,1.503748163338085,25.81811264335102,1.279053119926628,24.53498109749642,29.15641159378297,0.973686947141316,0.6450530376428232,-2.2691,1.4995,4.357154261057174,0.9524719743153436,0.002,4.948,10283.077999999994,7.777058977638834,1.92262646973084,4.941451051436594e-05,9.918995255225012e-06,2008-04-19 02:14:27.015,0.0397131229201359,0.0618065433968296,0.2449958333333333,B0007,21,1.88147215974436,1.8806626717011388,1.000430427027346,1.000430427027346,147.0,0.0003677512154571,0.9897547687138032,0.0095795566890306,0.0052941439466994,1.000062675811889,0.01722881641588292,0.9873368322038294,0.007514474777313266,0.002374251299902019
