type,start_time,ambient_temperature,test_id,uid,filename,Capacity,Re,Rct,d_voltage_mean,d_voltage_std,d_voltage_min,d_voltage_max,d_current_mean,d_current_std,d_current_min,d_current_max,d_temperature_mean,d_temperature_std,d_temperature_min,d_temperature_max,d_current_load_mean,d_current_load_std,d_current_load_min,d_current_load_max,d_voltage_load_mean,d_voltage_load_std,d_voltage_load_min,d_voltage_load_max,d_time_duration,d_energy_wh,d_charge_ah,d_voltage_slope,d_temperature_slope,c_voltage_mean,c_voltage_std,c_voltage_min,c_voltage_max,c_current_mean,c_current_std,c_current_min,c_current_max,c_temperature_mean,c_temperature_std,c_temperature_min,c_temperature_max,c_current_charge_mean,c_current_charge_std,c_current_charge_min,c_current_charge_max,c_voltage_charge_mean,c_voltage_charge_std,c_voltage_charge_min,c_voltage_charge_max,c_time_duration,c_energy_wh,c_charge_ah,c_voltage_slope,c_temperature_slope,imp_start_time,imp_Re,imp_Rct,imp_age_hours,battery_id,cycle_index,capacity_ah_clean,initial_capacity,capacity_ratio,soh,rul_cycles,cap_ratio_delta1,cap_ratio_rollmean5,cap_ratio_rollstd5,cap_ratio_slope5
discharge,2008-04-04 09:57:19.765,24.0,21,5142,05142.csv,1.8246195526864504,,,3.549292319740949,0.24309734449960063,2.4724483018527317,4.188916055911241,-1.863380178294828,0.5267409991401001,-2.0160713863396573,0.0026264001899385,32.15709350345252,3.41925631806016,24.43128509546442,38.54143406601644,-1.8502624338624338,0.5231635451156662,-1.9984,-0.0006,2.4602222222222223,0.7068814164063659,0.0,4.203,3530.25,6.5224730397045345,1.8302456206859818,-0.00021875031113723523,0.003276326721963424,4.054491573689292,0.17554945525461832,3.06985284508505,4.2132271723869295,0.961954518108792,0.6634398558389827,-3.4217714333372964,1.5160463401115014,26.608132946993933,1.42477200092305,24.32273250630084,29.71100043300344,0.9543456521739131,0.6589243755534376,-3.427,1.5,4.4077847826086956,0.8011124910065326,0.003,4.942,10119.375,7.513243951760506,1.856732743445014,4.7124997997233057e-05,-0.0003704332891285113,,,,,B0005,11,1.8246195526864504,1.8353491942234077,0.9941538963970846,0.9941538963970846,157.0,3.4239748676334614e-06,0.995441045923361,0.0025001433922602527,-0.0012093994217503457
discharge,2008-04-04 17:56:27.609,24.0,24,5145,05145.csv,1.8142019357673917,,,3.559759220648976,0.22886185175957943,2.64956413267546,4.189876247266316,-1.872968810287894,0.5116979707844124,-2.016851865845563,0.0023645237017673,32.36407129853099,3.363599144766075,24.74037188089418,38.52197451768004,-1.8593454545454546,0.5080623047166473,-1.9984,-0.0006,2.4758021390374334,0.6851901398122708,0.0,4.205,3491.016,6.497483643883568,1.8198463697258194,-0.00021167885687093386,0.003261524749912243,4.076087195502948,0.1443924545276609,3.34157125606709,4.212863906558764,0.948479102987148,0.6653019848519954,-3.78388997609184,1.517755800661927,27.033644494333256,1.5543978163047225,24.588334332873952,30.37677905152779,0.9409453734671126,0.660574207433603,-3.772,1.5,4.453830546265329,0.7121614220230363,0.003,4.942,9586.875,7.035236357629061,1.7314068497162716,4.2488724329864985e-05,-0.0004666685891999675,,,,,B0005,12,1.8142019357673917,1.8353491942234077,0.988477801105874,0.988477801105874,156.0,-0.005676095291210603,0.993158732865858,0.002629511687052961,-0.0012675522442393006
discharge,2008-04-04 22:01:54.671,24.0,26,5147,05147.csv,1.8137521577549054,,,3.558081969139198,0.2346077577627525,2.5724981777366227,4.189286794768804,-1.8826095043160833,0.4942824152307196,-2.016393908986775,0.001858378552761,32.3181954403762,3.3739283176724415,24.73310769931151,38.582485834057856,-1.8693247311827959,0.49074678043431746,-1.9984,-0.0006,2.493279569892473,0.6647528826255323,0.0,4.204,3470.281,6.491853045269893,1.8193431380498903,-0.00021678998009211993,0.0032979278020054677,4.054612747973269,0.17368701217979388,3.092615790717664,4.212724851227894,0.9671176035785913,0.66162287293454,-3.4380894291317374,1.5187305848630464,26.870618187745677,1.4296559397124047,24.582626408111885,30.05302011094364,0.9594374999999999,0.6570045598835559,-3.438,1.5,4.433821271929825,0.7353677158307275,0.003,4.942,9952.359,7.466245626288071,1.8449986463994243,4.7812772863714544e-05,-0.00037987185538237306,,,,,B0005,13,1.8137521577549054,1.8353491942234077,0.9882327371072072,0.9882327371072072,155.0,-0.00024506399866686124,0.9918505749578772,0.0031921315976396326,-0.0017683132615934015
discharge,2008-04-05 02:20:26.703,24.0,28,5149,05149.csv,1.8134404914735822,,,3.555692244172496,0.237911318298918,2.5249886697730286,4.188837765892728,-1.882536787636365,0.49428703573729343,-2.0158117255163046,0.0022664654273509,32.15709029211503,3.426023279669047,24.44798340505406,38.520294134873915,-1.8693247311827959,0.4907511573298902,-1.9984,-0.0006,2.4930591397849464,0.6654730565361787,0.0,4.203,3470.0,6.487114428498572,1.8190526034992687,-0.0002188470540322993,0.0033488247354653182,4.059265909682025,0.17353544509135382,3.082964486167869,4.213057848582499,0.9281364622466176,0.67558220466249,-3.4334448239833244,1.516640506364978,26.738987031481408,1.5083652386093211,24.46895730598046,30.168468843680714,0.9207749737118822,0.6706680394833278,-3.438,1.5,4.244855941114617,1.143409943047123,0.003,4.937,10758.031000000004,7.471400781140605,1.8465002862835944,4.282784241107486e-05,-0.0003830107352911979,,,,,B0005,14,1.8134404914735822,1.8353491942234077,0.9880629240371364,0.9880629240371364,154.0,-0.00016981307007080115,0.9906155662139039,0.003231843076257536,-0.001809625606003873
discharge,2008-04-05 06:25:01.890,24.0,30,5151,05151.csv,1.8025980036306504,,,3.562746818017503,0.22392608690207388,2.694621861688723,4.189110301768517,-1.8817935155260215,0.49541451927035984,-2.0193509920362724,0.0013199464372558,32.04407000314609,3.360458061989185,24.463097121123557,38.21358592965045,-1.868625945945946,0.49198342949166024,-1.9982,-0.0006,2.493508108108108,0.6646512202116635,0.0,4.203,3450.297,6.456673528229404,1.8082051440976814,-0.0002102114421949859,0.0033013989287611948,4.053495431054621,0.1758569073795974,3.0770823404741723,4.213191057068328,0.9687280220511731,0.6608500283156389,-3.432001975216655,1.5169693958592914,26.692190227813647,1.4804254427478445,24.320043101365822,30.06078601207466,0.9609857299670691,0.6562021896771533,-3.433,1.5,4.435383095499452,0.7201097468648965,0.003,4.942,9921.75,7.469516596478564,1.8460379461269096,4.8413611740707256e-05,-0.0004006660210674118,,,,,B0005,15,1.8025980036306504,1.8353491942234077,0.9821553355100824,0.9821553355100824,153.0,-0.005907588527053975,0.988216538831477,0.00424507121348843,-0.0024411998842742144
discharge,2008-04-05 10:30:32.312,24.0,32,5153,05153.csv,1.80210690024615,,,3.5614521756489204,0.22796979172772144,2.64010141737067,4.18921207304098,-1.8921861285036712,0.4770160473926998,-2.0164420273602586,0.0030782527761262,31.931593674911532,3.385244667118977,24.32051139249706,38.1983618706913,-1.8787804347826087,0.473598811194695,-1.9984,-0.0006,2.5033804347826085,0.6404558472103271,0.0,4.204,3429.407,6.451147555097534,1.8077136446767843,-0.0002144239670460458,0.00335211327114166,4.057009589497505,0.17099975080956364,3.1099815648289453,4.212768567166564,0.9622055340791629,0.6631283952602673,-3.482051074636857,1.5155189973310466,26.563313470921162,1.4715302557199637,24.209464138213455,29.84105303532721,0.9545514223194749,0.6584888808612409,-3.482,1.5,4.417856673960612,0.7762929753741146,0.003,4.942,10000.25,7.430452274090743,1.8353980169119612,4.6835415537186015e-05,-0.00039660521703599005,,,,,B0005,16,1.80210690024615,1.8353491942234077,0.9818877551575009,0.9818877551575009,152.0,-0.0002675803525814535,0.9857633105835601,0.0034202398372983984,-0.001925749349387096
discharge,2008-04-05 14:34:41.468,24.0,34,5155,05155.csv,1.802579500826209,,,3.5603420474985823,0.23297600498562532,2.573903509838096,4.188899969428112,-1.9027629207037406,0.4571130109358775,-2.016465255161054,0.00090184864654,31.941655359029298,3.400808355268314,24.357321702352365,38.31926916027133,-1.8890437158469946,0.45402628297259223,-1.9984,-0.0006,2.5137704918032786,0.6148354187379993,0.0,4.203,3409.484,6.449580251029462,1.8082219386934335,-0.00021902469221990814,0.0033898783248075873,4.056509050138727,0.17191885180016153,3.1054460082871422,4.21291099996523,0.9646896474341131,0.6617435115067635,-3.4790104488850004,1.517095395882731,26.52595276450022,1.4901263410527419,24.162156462647953,29.90236309006016,0.9571701427003293,0.6570854756527575,-3.477,1.5,4.464809001097694,0.6236149920906756,0.003,4.937,9936.031,7.428379263620784,1.8349008263013569,4.746533139376625e-05,-0.0004065733468465814,,,,,B0005,17,1.802579500826209,1.8353491942234077,0.9821452541563545,0.9821452541563545,151.0,0.00025749899885352256,0.9844968011936563,0.0033351838599884258,-0.0018350134781340843
discharge,2008-04-05 18:39:25.218,24.0,36,5157,05157.csv,1.8030683142834096,,,3.5591189041401865,0.23873643876806222,2.4942396831720126,4.188779799856791,-1.9133470605822436,0.4358942318853322,-2.0181069603406625,-0.0004481239748701,31.965008645476725,3.414795247499799,24.382419922756025,38.4787542519308,-1.89941978021978,0.4330937842804597,-1.9984,-0.0006,2.5288736263736262,0.589470371769898,0.0,4.203,3390.422,6.4472058652048485,1.808641165126713,-0.00022380769534965686,0.0034247608024740622,4.055991881873581,0.17292937210499146,3.098521142673477,4.213175415157681,0.9622720569618807,0.6627399317176162,-3.461446831236046,1.5164629383150432,26.591676949772925,1.506893350814015,24.228713761357017,30.108307461804788,0.954698795180723,0.6581573851806046,-3.463,1.5,4.422258488499453,0.763047747703707,0.003,4.942,9989.532,7.426504855476649,1.8346611815211888,4.729626368340737e-05,-0.00040918983972489787,,,,,B0005,18,1.8030683142834096,1.8353491942234077,0.9824115868295804,0.9824115868295804,150.0,0.0002663326732259552,0.983332571138131,0.0026508276633324256,-0.0011312755768839832
discharge,2008-04-05 22:46:35.484,24.0,38,5159,05159.csv,1.8027776247196041,,,3.557886771846508,0.24145031412156678,2.4556793246645583,4.189272591516219,-1.9131602105481538,0.43619046586394566,-2.0170254305215485,0.0023375587090041,31.966241678512723,3.433369080629228,24.355030419469987,38.54659017774874,-1.8994164835164835,0.4330981016609974,-1.9984,-0.0004,2.5293241758241756,0.5900495968799291,0.0,4.204,3390.281,6.444197257048334,1.8083830170483512,-0.00022556922501002852,0.0034444615208686015,4.056478346718693,0.173965740993596,3.089171188226161,4.212972694840331,0.9537153567418096,0.6658522874612643,-3.450379445041623,1.5161161861598926,26.645032205307864,1.5512388467081693,24.241843287727782,30.32132377942574,0.9463156182212581,0.6611764142122116,-3.454,1.5,4.377891540130152,0.8745170598790722,0.003,4.942,10158.782,7.428026760354134,1.835329673902751,4.6374268095186066e-05,-0.00041873822804903326,,,,,B0005,19,1.8027776247196041,1.8353491942234077,0.9822532030382449,0.9822532030382449,149.0,-0.0001583837913354813,0.9821706269383526,0.0001909021553587976,7.195667284045637e-05
discharge,2008-04-18 21:10:19.796,24.0,41,5162,05162.csv,1.8470259949329193,,,3.5520375235511907,0.23416563071224794,2.632142800798914,4.187614060563439,-1.8553455745575975,0.5400579358950733,-2.01684718332263,0.0059551658046401,32.37143341978575,3.358265608227543,24.549424447285215,38.44749852224995,-1.8422010416666668,0.5361030352216959,-1.9984,-0.0006,2.4483229166666667,0.7209330108557196,0.0,4.202,3591.734,6.611240878678175,1.8526809517157845,-0.0002104931036449368,0.0031458812235625536,4.079851333950046,0.14219594709490554,3.235784344365443,4.212806303346363,0.9411642330468534,0.6702007110685609,-3.646980102654795,1.5167316228940972,25.663244609650953,1.3382356450143664,24.19543355059427,29.01875034428269,0.9334212218649518,0.6654326377238585,-3.653,1.5,4.407660235798499,0.8503129965901661,0.003,4.942,10289.312,7.437394162341175,1.8288344945944341,3.835668206639527e-05,2.33257864579206e-06,2008-04-18 20:55:29.859,0.04466870036616091,0.06945627304536996,0.24720472222222223,B0005,20,1.8470259949329193,1.8353491942234077,1.0063621684343576,1.0063621684343576,148.0,0.024108965396112625,0.9870119935232076,0.01081875765293873,0.004905677543560372
discharge,2008-04-19 02:29:09.000,24.0,45,5166,05166.csv,1.847417311283644,,,3.5525668436897124,0.2441722414090925,2.5027764692056795,4.1876287811083985,-1.8746995273150975,0.5078881766945343,-2.016190951623346,0.0016182635202416,32.70024990461686,3.4144547200965945,24.917503693363493,38.992275791716615,-1.8615263157894737,0.5043293243632997,-1.9984,-0.0006,2.4740684210526314,0.6812002414876039,0.0,4.202,3552.297,6.611161010084513,1.853025370356926,-0.0002191460665518723,0.0032561350341880394,4.057903790387567,0.17012466194223858,3.0683685778510936,4.213442172806784,0.9612867786553303,0.6650675616811265,-3.398836643486512,1.5153264287158423,26.015018000119397,1.278151867514506,24.71458123416169,29.35647195784361,0.9536472491909385,0.6608329953438701,-3.409,1.5,4.438400215749731,0.7475969618647347,0.003,4.953,10283.077999999994,7.620977883098926,1.88243653382891,4.518256411256395e-05,1.2863157993254703e-05,2008-04-19 02:14:27.015,0.044843430573346096,0.0679720560130687,0.24499583333333333,B0005,21,1.847417311283644,1.8353491942234077,1.0065753792783518,1.0065753792783518,147.0,0.00021321084399428258,0.9919495183473778,0.013254759098542672,0.007281083184877191
discharge,2008-04-19 07:47:15.703,24.0,49,5170,05170.csv,1.8361774213478947,,,3.556794038327039,0.23311973567394634,2.617507742871704,4.187447226312926,-1.8738272127883846,0.5090210348494151,-2.016760348146938,0.0025192157843694,32.32266411829938,3.395181230789341,24.56596639952811,38.51424197364312,-1.8607999999999998,0.5055584697630991,-1.9982,-0.0006,2.480037037037037,0.682528789790444,0.0,4.203,3531.578,6.574821168404174,1.8418324666438906,-0.00021260895220771123,0.003253898075896993,4.056383883924776,0.1716440464254661,3.062344528295997,4.212832102518414,0.963212383695507,0.665728111520913,-3.4078891045691866,1.516710708987509,26.09181445728815,1.2294514976829733,24.720199951723636,29.32754285404437,0.9553798701298704,0.6610888054784981,-3.414,1.5,4.4329090909090905,0.7470580150716031,0.003,4.948,10281.39,7.618459694929417,1.882375027570816,4.5556738022701365e-05,-6.910275837785089e-05,2008-04-19 07:32:33.656,0.04510114851143001,0.06852832896000328,0.24501305555555555,B0005,22,1.8361774213478947,1.8353491942234077,1.000451264057594,1.000451264057594,146.0,-0.006124115220757842,0.9956107203276258,0.012368191451608248,0.006040153069613407
discharge,2008-04-19 13:01:42.562,24.0,53,5174,05174.csv,1.8257807475776242,,,3.5614100044534203,0.22484633144049296,2.694074478000972,4.187344026387161,-1.883193546754683,0.49304941109665107,-2.0160230713598764,0.0037933120349866,31.98795810666763,3.4042748981985596,24.21658146702539,38.165816144899125,-1.8700117647058825,0.4895269099687134,-1.9984,-0.0006,2.4924491978609624,0.6601509723106315,0.0,4.202,3492.907,6.539641286548478,1.831469528491523,-0.00020863094257363157,0.003303183482913268,4.058279288673889,0.16755192439750516,3.0904138909445984,4.212770290752828,0.9697506680439039,0.6628979584636324,-3.464130250924988,1.5163150263089855,25.709030057450274,1.229259594262007,24.33879447791203,28.938506516868497,0.9619234135667397,0.6582570120520554,-3.468,1.5,4.443292122538293,0.7209596411458412,0.003,4.948,10081.797,7.573822763873875,1.8701735128097834,4.5818384375393386e-05,-6.688053365085923e-05,2008-04-19 12:47:00.421,0.044172075577171746,0.06804449516996176,0.24503916666666667,B0005,23,1.8257807475776242,1.8353491942234077,0.9947865797550137,0.9947865797550137,145.0,-0.0056646843025802696,0.9980857189127124,0.01009607141092318,0.0019155849056774032
